grain_type,grain_key,grade,section,teacher_name,teacher_number,course_name,student_count,metric_domain,metric_name,metric_category,value,ap_manager_name,ap_manager_id
homeroom,8PennSt,8,8PennSt,"Whitfield, Sandra",TCH_B0017323,HR,31,Attendance,ADA%,,94.5,Awesome AP 3,AP_98D7BF59
grade,5,5,,,,,122,Attendance,ADA%,,89.2,Awesome AP 1,AP_12EEC59A
grade,6,6,,,,,116,Attendance,ADA%,,90.5,Awesome AP 1,AP_12EEC59A
grade,7,7,,,,,116,Attendance,ADA%,,91.4,Awesome AP 2,AP_987F9BF3
grade,8,8,,,,,120,Attendance,ADA%,,94.2,Awesome AP 3,AP_98D7BF59
homeroom,5NJCU,5,5NJCU,"Xavier, Darnell",TCH_63F3D589,HR,29,Attendance,ADA% Change from Last Week,,-3.8,Awesome AP 1,AP_12EEC59A
homeroom,5Rutgers,5,5Rutgers,"Thorne, Cedric",TCH_68DC1895,HR,27,Attendance,ADA% Change from Last Week,,0.2,Awesome AP 1,AP_12EEC59A
homeroom,5SOAR,5,5SOAR,"Ingram, Valerie",TCH_14472D02,HR,10,Attendance,ADA% Change from Last Week,,-1.8,Awesome AP 1,AP_12EEC59A
homeroom,5TCNJ,5,5TCNJ,"Davenport, James",TCH_4F19DB35,HR,26,Attendance,ADA% Change from Last Week,,-3.2,Awesome AP 2,AP_987F9BF3
homeroom,5WillyP,5,5WillyP,"Singleton, Yolanda",TCH_785F4790,HR,30,Attendance,ADA% Change from Last Week,,2.6,Awesome AP 1,AP_12EEC59A
homeroom,6Howard,6,6Howard,"Prentiss, Howard",TCH_64CDE3C3,HR,29,Attendance,ADA% Change from Last Week,,2.8,Awesome AP 1,AP_12EEC59A
homeroom,6Lincoln,6,6Lincoln,"Hastings, Derek",TCH_9B6C1DA4,HR,28,Attendance,ADA% Change from Last Week,,-1.9,Awesome AP 1,AP_12EEC59A
homeroom,6MSU,6,6MSU,"Zimmer, Franklin",TCH_50354BE2,HR,29,Attendance,ADA% Change from Last Week,,3.9,Awesome AP 1,AP_12EEC59A
homeroom,6Spelhouse,6,6Spelhouse,"Prentiss, Howard",TCH_64CDE3C3,HR,30,Attendance,ADA% Change from Last Week,,-3.5,Awesome AP 1,AP_12EEC59A
homeroom,7Brown,7,7Brown,"Garrett, Simone",TCH_5C2EE62C,HR,30,Attendance,ADA% Change from Last Week,,-2,Awesome AP 2,AP_987F9BF3
homeroom,7Columbia,7,7Columbia,"Ellison, Tamara",TCH_DAD81779,HR,30,Attendance,ADA% Change from Last Week,,-2.9,Awesome AP 2,AP_987F9BF3
homeroom,7Princeton,7,7Princeton,"Crane, Dominique",TCH_3CD6786A,HR,27,Attendance,ADA% Change from Last Week,,0.8,Awesome AP 2,AP_987F9BF3
homeroom,7Upenn,7,7Upenn,"Vance, Reginald",TCH_BD08E45A,HR,29,Attendance,ADA% Change from Last Week,,-1.3,Awesome AP 2,AP_987F9BF3
homeroom,8Maryland,8,8Maryland,"Rhodes, Leonard",TCH_CE1AC804,HR,29,Attendance,ADA% Change from Last Week,,3,Awesome AP 3,AP_98D7BF59
homeroom,8Michigan,8,8Michigan,"Lawson, Gerald",TCH_C7F77440,HR,30,Attendance,ADA% Change from Last Week,,0.8,Awesome AP 3,AP_98D7BF59
homeroom,8OhioState,8,8OhioState,"Keane, Lorraine",TCH_E83A2D65,HR,30,Attendance,ADA% Change from Last Week,,3.6,Awesome AP 3,AP_98D7BF59
homeroom,8PennSt,8,8PennSt,"Whitfield, Sandra",TCH_B0017323,HR,31,Attendance,ADA% Change from Last Week,,0.2,Awesome AP 3,AP_98D7BF59
homeroom,5NJCU,5,5NJCU,"Xavier, Darnell",TCH_63F3D589,HR,29,Attendance,Students w/ 2+ Absences Last 5 Days,,3,Awesome AP 1,AP_12EEC59A
homeroom,5Rutgers,5,5Rutgers,"Thorne, Cedric",TCH_68DC1895,HR,27,Attendance,Students w/ 2+ Absences Last 5 Days,,0,Awesome AP 1,AP_12EEC59A
homeroom,5SOAR,5,5SOAR,"Ingram, Valerie",TCH_14472D02,HR,10,Attendance,Students w/ 2+ Absences Last 5 Days,,2,Awesome AP 1,AP_12EEC59A
homeroom,5TCNJ,5,5TCNJ,"Davenport, James",TCH_4F19DB35,HR,26,Attendance,Students w/ 2+ Absences Last 5 Days,,4,Awesome AP 2,AP_987F9BF3
homeroom,5WillyP,5,5WillyP,"Singleton, Yolanda",TCH_785F4790,HR,30,Attendance,Students w/ 2+ Absences Last 5 Days,,5,Awesome AP 1,AP_12EEC59A
homeroom,6Howard,6,6Howard,"Prentiss, Howard",TCH_64CDE3C3,HR,29,Attendance,Students w/ 2+ Absences Last 5 Days,,6,Awesome AP 1,AP_12EEC59A
homeroom,6Lincoln,6,6Lincoln,"Hastings, Derek",TCH_9B6C1DA4,HR,28,Attendance,Students w/ 2+ Absences Last 5 Days,,1,Awesome AP 1,AP_12EEC59A
homeroom,6MSU,6,6MSU,"Zimmer, Franklin",TCH_50354BE2,HR,29,Attendance,Students w/ 2+ Absences Last 5 Days,,8,Awesome AP 1,AP_12EEC59A
homeroom,6Spelhouse,6,6Spelhouse,"Prentiss, Howard",TCH_64CDE3C3,HR,30,Attendance,Students w/ 2+ Absences Last 5 Days,,5,Awesome AP 1,AP_12EEC59A
homeroom,7Brown,7,7Brown,"Garrett, Simone",TCH_5C2EE62C,HR,30,Attendance,Students w/ 2+ Absences Last 5 Days,,4,Awesome AP 2,AP_987F9BF3
homeroom,7Columbia,7,7Columbia,"Ellison, Tamara",TCH_DAD81779,HR,30,Attendance,Students w/ 2+ Absences Last 5 Days,,0,Awesome AP 2,AP_987F9BF3
homeroom,7Princeton,7,7Princeton,"Crane, Dominique",TCH_3CD6786A,HR,27,Attendance,Students w/ 2+ Absences Last 5 Days,,4,Awesome AP 2,AP_987F9BF3
homeroom,7Upenn,7,7Upenn,"Vance, Reginald",TCH_BD08E45A,HR,29,Attendance,Students w/ 2+ Absences Last 5 Days,,2,Awesome AP 2,AP_987F9BF3
homeroom,8Maryland,8,8Maryland,"Rhodes, Leonard",TCH_CE1AC804,HR,29,Attendance,Students w/ 2+ Absences Last 5 Days,,8,Awesome AP 3,AP_98D7BF59
homeroom,8Michigan,8,8Michigan,"Lawson, Gerald",TCH_C7F77440,HR,30,Attendance,Students w/ 2+ Absences Last 5 Days,,1,Awesome AP 3,AP_98D7BF59
homeroom,8OhioState,8,8OhioState,"Keane, Lorraine",TCH_E83A2D65,HR,30,Attendance,Students w/ 2+ Absences Last 5 Days,,7,Awesome AP 3,AP_98D7BF59
homeroom,8PennSt,8,8PennSt,"Whitfield, Sandra",TCH_B0017323,HR,31,Attendance,Students w/ 2+ Absences Last 5 Days,,6,Awesome AP 3,AP_98D7BF59
homeroom,5NJCU,5,5NJCU,"Xavier, Darnell",TCH_63F3D589,HR,29,Behavior,# Incidents,Defiance,17,Awesome AP 1,AP_12EEC59A
homeroom,5NJCU,5,5NJCU,"Xavier, Darnell",TCH_63F3D589,HR,29,Behavior,# Incidents,Disruption,2,Awesome AP 1,AP_12EEC59A
homeroom,5NJCU,5,5NJCU,"Xavier, Darnell",TCH_63F3D589,HR,29,Behavior,# Incidents,Conflict,18,Awesome AP 1,AP_12EEC59A
homeroom,5NJCU,5,5NJCU,"Xavier, Darnell",TCH_63F3D589,HR,29,Behavior,# Incidents,Phone,13,Awesome AP 1,AP_12EEC59A
homeroom,5Rutgers,5,5Rutgers,"Thorne, Cedric",TCH_68DC1895,HR,27,Behavior,# Incidents,Defiance,20,Awesome AP 1,AP_12EEC59A
homeroom,5Rutgers,5,5Rutgers,"Thorne, Cedric",TCH_68DC1895,HR,27,Behavior,# Incidents,Disruption,17,Awesome AP 1,AP_12EEC59A
homeroom,5Rutgers,5,5Rutgers,"Thorne, Cedric",TCH_68DC1895,HR,27,Behavior,# Incidents,Conflict,13,Awesome AP 1,AP_12EEC59A
homeroom,5Rutgers,5,5Rutgers,"Thorne, Cedric",TCH_68DC1895,HR,27,Behavior,# Incidents,Phone,7,Awesome AP 1,AP_12EEC59A
homeroom,5SOAR,5,5SOAR,"Ingram, Valerie",TCH_14472D02,HR,10,Behavior,# Incidents,Defiance,4,Awesome AP 1,AP_12EEC59A
homeroom,5SOAR,5,5SOAR,"Ingram, Valerie",TCH_14472D02,HR,10,Behavior,# Incidents,Disruption,6,Awesome AP 1,AP_12EEC59A
homeroom,5SOAR,5,5SOAR,"Ingram, Valerie",TCH_14472D02,HR,10,Behavior,# Incidents,Conflict,10,Awesome AP 1,AP_12EEC59A
homeroom,5SOAR,5,5SOAR,"Ingram, Valerie",TCH_14472D02,HR,10,Behavior,# Incidents,Phone,3,Awesome AP 1,AP_12EEC59A
homeroom,5TCNJ,5,5TCNJ,"Davenport, James",TCH_4F19DB35,HR,26,Behavior,# Incidents,Defiance,17,Awesome AP 2,AP_987F9BF3
homeroom,5TCNJ,5,5TCNJ,"Davenport, James",TCH_4F19DB35,HR,26,Behavior,# Incidents,Disruption,3,Awesome AP 2,AP_987F9BF3
homeroom,5TCNJ,5,5TCNJ,"Davenport, James",TCH_4F19DB35,HR,26,Behavior,# Incidents,Conflict,12,Awesome AP 2,AP_987F9BF3
homeroom,5TCNJ,5,5TCNJ,"Davenport, James",TCH_4F19DB35,HR,26,Behavior,# Incidents,Phone,2,Awesome AP 2,AP_987F9BF3
homeroom,5WillyP,5,5WillyP,"Singleton, Yolanda",TCH_785F4790,HR,30,Behavior,# Incidents,Defiance,2,Awesome AP 1,AP_12EEC59A
homeroom,5WillyP,5,5WillyP,"Singleton, Yolanda",TCH_785F4790,HR,30,Behavior,# Incidents,Disruption,1,Awesome AP 1,AP_12EEC59A
homeroom,5WillyP,5,5WillyP,"Singleton, Yolanda",TCH_785F4790,HR,30,Behavior,# Incidents,Conflict,7,Awesome AP 1,AP_12EEC59A
homeroom,5WillyP,5,5WillyP,"Singleton, Yolanda",TCH_785F4790,HR,30,Behavior,# Incidents,Phone,9,Awesome AP 1,AP_12EEC59A
homeroom,6Howard,6,6Howard,"Prentiss, Howard",TCH_64CDE3C3,HR,29,Behavior,# Incidents,Defiance,11,Awesome AP 1,AP_12EEC59A
homeroom,6Howard,6,6Howard,"Prentiss, Howard",TCH_64CDE3C3,HR,29,Behavior,# Incidents,Disruption,5,Awesome AP 1,AP_12EEC59A
homeroom,6Howard,6,6Howard,"Prentiss, Howard",TCH_64CDE3C3,HR,29,Behavior,# Incidents,Conflict,11,Awesome AP 1,AP_12EEC59A
homeroom,6Howard,6,6Howard,"Prentiss, Howard",TCH_64CDE3C3,HR,29,Behavior,# Incidents,Phone,11,Awesome AP 1,AP_12EEC59A
homeroom,6Lincoln,6,6Lincoln,"Hastings, Derek",TCH_9B6C1DA4,HR,28,Behavior,# Incidents,Defiance,17,Awesome AP 1,AP_12EEC59A
homeroom,6Lincoln,6,6Lincoln,"Hastings, Derek",TCH_9B6C1DA4,HR,28,Behavior,# Incidents,Disruption,7,Awesome AP 1,AP_12EEC59A
homeroom,6Lincoln,6,6Lincoln,"Hastings, Derek",TCH_9B6C1DA4,HR,28,Behavior,# Incidents,Conflict,5,Awesome AP 1,AP_12EEC59A
homeroom,6Lincoln,6,6Lincoln,"Hastings, Derek",TCH_9B6C1DA4,HR,28,Behavior,# Incidents,Phone,14,Awesome AP 1,AP_12EEC59A
homeroom,6MSU,6,6MSU,"Zimmer, Franklin",TCH_50354BE2,HR,29,Behavior,# Incidents,Defiance,1,Awesome AP 1,AP_12EEC59A
homeroom,6MSU,6,6MSU,"Zimmer, Franklin",TCH_50354BE2,HR,29,Behavior,# Incidents,Disruption,7,Awesome AP 1,AP_12EEC59A
homeroom,6MSU,6,6MSU,"Zimmer, Franklin",TCH_50354BE2,HR,29,Behavior,# Incidents,Conflict,1,Awesome AP 1,AP_12EEC59A
homeroom,6MSU,6,6MSU,"Zimmer, Franklin",TCH_50354BE2,HR,29,Behavior,# Incidents,Phone,10,Awesome AP 1,AP_12EEC59A
homeroom,6Spelhouse,6,6Spelhouse,"Prentiss, Howard",TCH_64CDE3C3,HR,30,Behavior,# Incidents,Defiance,12,Awesome AP 1,AP_12EEC59A
homeroom,6Spelhouse,6,6Spelhouse,"Prentiss, Howard",TCH_64CDE3C3,HR,30,Behavior,# Incidents,Disruption,20,Awesome AP 1,AP_12EEC59A
homeroom,6Spelhouse,6,6Spelhouse,"Prentiss, Howard",TCH_64CDE3C3,HR,30,Behavior,# Incidents,Conflict,14,Awesome AP 1,AP_12EEC59A
homeroom,6Spelhouse,6,6Spelhouse,"Prentiss, Howard",TCH_64CDE3C3,HR,30,Behavior,# Incidents,Phone,4,Awesome AP 1,AP_12EEC59A
homeroom,7Brown,7,7Brown,"Garrett, Simone",TCH_5C2EE62C,HR,30,Behavior,# Incidents,Defiance,18,Awesome AP 2,AP_987F9BF3
homeroom,7Brown,7,7Brown,"Garrett, Simone",TCH_5C2EE62C,HR,30,Behavior,# Incidents,Disruption,12,Awesome AP 2,AP_987F9BF3
homeroom,7Brown,7,7Brown,"Garrett, Simone",TCH_5C2EE62C,HR,30,Behavior,# Incidents,Conflict,11,Awesome AP 2,AP_987F9BF3
homeroom,7Brown,7,7Brown,"Garrett, Simone",TCH_5C2EE62C,HR,30,Behavior,# Incidents,Phone,7,Awesome AP 2,AP_987F9BF3
homeroom,7Columbia,7,7Columbia,"Ellison, Tamara",TCH_DAD81779,HR,30,Behavior,# Incidents,Defiance,5,Awesome AP 2,AP_987F9BF3
homeroom,7Columbia,7,7Columbia,"Ellison, Tamara",TCH_DAD81779,HR,30,Behavior,# Incidents,Disruption,13,Awesome AP 2,AP_987F9BF3
homeroom,7Columbia,7,7Columbia,"Ellison, Tamara",TCH_DAD81779,HR,30,Behavior,# Incidents,Conflict,19,Awesome AP 2,AP_987F9BF3
homeroom,7Columbia,7,7Columbia,"Ellison, Tamara",TCH_DAD81779,HR,30,Behavior,# Incidents,Phone,2,Awesome AP 2,AP_987F9BF3
homeroom,7Princeton,7,7Princeton,"Crane, Dominique",TCH_3CD6786A,HR,27,Behavior,# Incidents,Defiance,0,Awesome AP 2,AP_987F9BF3
homeroom,7Princeton,7,7Princeton,"Crane, Dominique",TCH_3CD6786A,HR,27,Behavior,# Incidents,Disruption,3,Awesome AP 2,AP_987F9BF3
homeroom,7Princeton,7,7Princeton,"Crane, Dominique",TCH_3CD6786A,HR,27,Behavior,# Incidents,Conflict,17,Awesome AP 2,AP_987F9BF3
homeroom,7Princeton,7,7Princeton,"Crane, Dominique",TCH_3CD6786A,HR,27,Behavior,# Incidents,Phone,8,Awesome AP 2,AP_987F9BF3
homeroom,7Upenn,7,7Upenn,"Vance, Reginald",TCH_BD08E45A,HR,29,Behavior,# Incidents,Defiance,8,Awesome AP 2,AP_987F9BF3
homeroom,7Upenn,7,7Upenn,"Vance, Reginald",TCH_BD08E45A,HR,29,Behavior,# Incidents,Disruption,16,Awesome AP 2,AP_987F9BF3
homeroom,7Upenn,7,7Upenn,"Vance, Reginald",TCH_BD08E45A,HR,29,Behavior,# Incidents,Conflict,5,Awesome AP 2,AP_987F9BF3
homeroom,7Upenn,7,7Upenn,"Vance, Reginald",TCH_BD08E45A,HR,29,Behavior,# Incidents,Phone,16,Awesome AP 2,AP_987F9BF3
homeroom,8Maryland,8,8Maryland,"Rhodes, Leonard",TCH_CE1AC804,HR,29,Behavior,# Incidents,Defiance,11,Awesome AP 3,AP_98D7BF59
homeroom,8Maryland,8,8Maryland,"Rhodes, Leonard",TCH_CE1AC804,HR,29,Behavior,# Incidents,Disruption,5,Awesome AP 3,AP_98D7BF59
homeroom,8Maryland,8,8Maryland,"Rhodes, Leonard",TCH_CE1AC804,HR,29,Behavior,# Incidents,Conflict,17,Awesome AP 3,AP_98D7BF59
homeroom,8Maryland,8,8Maryland,"Rhodes, Leonard",TCH_CE1AC804,HR,29,Behavior,# Incidents,Phone,16,Awesome AP 3,AP_98D7BF59
homeroom,8Michigan,8,8Michigan,"Lawson, Gerald",TCH_C7F77440,HR,30,Behavior,# Incidents,Defiance,9,Awesome AP 3,AP_98D7BF59
homeroom,8Michigan,8,8Michigan,"Lawson, Gerald",TCH_C7F77440,HR,30,Behavior,# Incidents,Disruption,7,Awesome AP 3,AP_98D7BF59
homeroom,8Michigan,8,8Michigan,"Lawson, Gerald",TCH_C7F77440,HR,30,Behavior,# Incidents,Conflict,1,Awesome AP 3,AP_98D7BF59
homeroom,8Michigan,8,8Michigan,"Lawson, Gerald",TCH_C7F77440,HR,30,Behavior,# Incidents,Phone,7,Awesome AP 3,AP_98D7BF59
homeroom,8OhioState,8,8OhioState,"Keane, Lorraine",TCH_E83A2D65,HR,30,Behavior,# Incidents,Defiance,17,Awesome AP 3,AP_98D7BF59
homeroom,8OhioState,8,8OhioState,"Keane, Lorraine",TCH_E83A2D65,HR,30,Behavior,# Incidents,Disruption,4,Awesome AP 3,AP_98D7BF59
homeroom,8OhioState,8,8OhioState,"Keane, Lorraine",TCH_E83A2D65,HR,30,Behavior,# Incidents,Conflict,4,Awesome AP 3,AP_98D7BF59
homeroom,8OhioState,8,8OhioState,"Keane, Lorraine",TCH_E83A2D65,HR,30,Behavior,# Incidents,Phone,15,Awesome AP 3,AP_98D7BF59
homeroom,8PennSt,8,8PennSt,"Whitfield, Sandra",TCH_B0017323,HR,31,Behavior,# Incidents,Defiance,6,Awesome AP 3,AP_98D7BF59
homeroom,8PennSt,8,8PennSt,"Whitfield, Sandra",TCH_B0017323,HR,31,Behavior,# Incidents,Disruption,9,Awesome AP 3,AP_98D7BF59
homeroom,8PennSt,8,8PennSt,"Whitfield, Sandra",TCH_B0017323,HR,31,Behavior,# Incidents,Conflict,12,Awesome AP 3,AP_98D7BF59
homeroom,8PennSt,8,8PennSt,"Whitfield, Sandra",TCH_B0017323,HR,31,Behavior,# Incidents,Phone,20,Awesome AP 3,AP_98D7BF59
grade,5,5,,,,,122,Behavior,# Incidents,Defiance,60,Awesome AP 1,AP_12EEC59A
grade,5,5,,,,,122,Behavior,# Incidents,Disruption,29,Awesome AP 1,AP_12EEC59A
grade,5,5,,,,,122,Behavior,# Incidents,Conflict,60,Awesome AP 1,AP_12EEC59A
grade,5,5,,,,,122,Behavior,# Incidents,Phone,34,Awesome AP 1,AP_12EEC59A
grade,6,6,,,,,116,Behavior,# Incidents,Defiance,41,Awesome AP 1,AP_12EEC59A
grade,6,6,,,,,116,Behavior,# Incidents,Disruption,39,Awesome AP 1,AP_12EEC59A
grade,6,6,,,,,116,Behavior,# Incidents,Conflict,31,Awesome AP 1,AP_12EEC59A
grade,6,6,,,,,116,Behavior,# Incidents,Phone,39,Awesome AP 1,AP_12EEC59A
grade,7,7,,,,,116,Behavior,# Incidents,Defiance,31,Awesome AP 2,AP_987F9BF3
grade,7,7,,,,,116,Behavior,# Incidents,Disruption,44,Awesome AP 2,AP_987F9BF3
grade,7,7,,,,,116,Behavior,# Incidents,Conflict,52,Awesome AP 2,AP_987F9BF3
grade,7,7,,,,,116,Behavior,# Incidents,Phone,33,Awesome AP 2,AP_987F9BF3
grade,8,8,,,,,120,Behavior,# Incidents,Defiance,43,Awesome AP 3,AP_98D7BF59
grade,8,8,,,,,120,Behavior,# Incidents,Disruption,25,Awesome AP 3,AP_98D7BF59
grade,8,8,,,,,120,Behavior,# Incidents,Conflict,34,Awesome AP 3,AP_98D7BF59
grade,8,8,,,,,120,Behavior,# Incidents,Phone,58,Awesome AP 3,AP_98D7BF59
homeroom,5NJCU,5,5NJCU,"Xavier, Darnell",TCH_63F3D589,HR,29,DIBELS,% Met PM Benchmark,,73.6,Awesome AP 1,AP_12EEC59A
homeroom,5Rutgers,5,5Rutgers,"Thorne, Cedric",TCH_68DC1895,HR,27,DIBELS,% Met PM Benchmark,,19.9,Awesome AP 1,AP_12EEC59A
homeroom,5SOAR,5,5SOAR,"Ingram, Valerie",TCH_14472D02,HR,10,DIBELS,% Met PM Benchmark,,34,Awesome AP 1,AP_12EEC59A
homeroom,5TCNJ,5,5TCNJ,"Davenport, James",TCH_4F19DB35,HR,26,DIBELS,% Met PM Benchmark,,73,Awesome AP 2,AP_987F9BF3
homeroom,5WillyP,5,5WillyP,"Singleton, Yolanda",TCH_785F4790,HR,30,DIBELS,% Met PM Benchmark,,19.2,Awesome AP 1,AP_12EEC59A
homeroom,6Howard,6,6Howard,"Prentiss, Howard",TCH_64CDE3C3,HR,29,DIBELS,% Met PM Benchmark,,45.3,Awesome AP 1,AP_12EEC59A
homeroom,6Lincoln,6,6Lincoln,"Hastings, Derek",TCH_9B6C1DA4,HR,28,DIBELS,% Met PM Benchmark,,63.5,Awesome AP 1,AP_12EEC59A
homeroom,6MSU,6,6MSU,"Zimmer, Franklin",TCH_50354BE2,HR,29,DIBELS,% Met PM Benchmark,,68.5,Awesome AP 1,AP_12EEC59A
homeroom,6Spelhouse,6,6Spelhouse,"Prentiss, Howard",TCH_64CDE3C3,HR,30,DIBELS,% Met PM Benchmark,,65.5,Awesome AP 1,AP_12EEC59A
homeroom,7Brown,7,7Brown,"Garrett, Simone",TCH_5C2EE62C,HR,30,DIBELS,% Met PM Benchmark,,42.8,Awesome AP 2,AP_987F9BF3
homeroom,7Columbia,7,7Columbia,"Ellison, Tamara",TCH_DAD81779,HR,30,DIBELS,% Met PM Benchmark,,15.3,Awesome AP 2,AP_987F9BF3
homeroom,7Princeton,7,7Princeton,"Crane, Dominique",TCH_3CD6786A,HR,27,DIBELS,% Met PM Benchmark,,86.1,Awesome AP 2,AP_987F9BF3
homeroom,7Upenn,7,7Upenn,"Vance, Reginald",TCH_BD08E45A,HR,29,DIBELS,% Met PM Benchmark,,0.3,Awesome AP 2,AP_987F9BF3
