School,Student_Number,Grade_Level,Subject,Course Name,Course Number,Section,Teacher Number,Teadcher_Name,ap_manager_name,ap_manager_id
Justice,STU_01F053FF,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Awesome AP 1,AP_12EEC59A
Justice,STU_3F537115,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Awesome AP 1,AP_12EEC59A
Justice,STU_CEC20901,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Awesome AP 1,AP_12EEC59A
Justice,STU_8F3B417A,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Awesome AP 1,AP_12EEC59A
Justice,STU_94887D5D,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Awesome AP 1,AP_12EEC59A
Justice,STU_1C0FF952,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Awesome AP 1,AP_12EEC59A
Justice,STU_F41E50E3,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Awesome AP 1,AP_12EEC59A
Justice,STU_66DEFFF1,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Awesome AP 1,AP_12EEC59A
Justice,STU_248CA700,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Awesome AP 1,AP_12EEC59A
Justice,STU_962697E8,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_8F07C47C,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_56661EFF,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_BAD5066E,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_AB052B27,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_04E102DB,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_614E596C,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_3D1C5C5B,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_3FC33139,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_AE97C9A2,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_DE630A04,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_7F0549C1,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_7830FACE,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_A84152DA,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_93825396,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_92B52AA3,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Awesome AP 1,AP_12EEC59A
Justice,STU_29818503,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Awesome AP 1,AP_12EEC59A
Justice,STU_C5F293E5,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Awesome AP 1,AP_12EEC59A
Justice,STU_CF7BE146,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Awesome AP 1,AP_12EEC59A
Justice,STU_021A7936,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Awesome AP 1,AP_12EEC59A
Justice,STU_631D48A8,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Awesome AP 1,AP_12EEC59A
Justice,STU_038F6DC5,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Awesome AP 1,AP_12EEC59A
Justice,STU_56EF9665,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_3BC83F9B,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_FFDA3F32,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_9BD902EF,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_55203120,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_BB8C0694,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_B3079A20,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_6C2B39E1,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_8642046D,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_DEA75598,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_55504572,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_D757359A,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_37A60EA2,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_747E8F0C,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_6D7EA31C,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_7AD36BEB,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_08C8E494,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_7C03FE17,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_3E0BC3ED,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_145D47DD,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_A1287779,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_5C0BC554,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_07FD599C,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_2A6A494E,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_9C4BF6E7,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_DDC3462B,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_EB199897,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_6B8649D3,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_88C083E1,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_02814021,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_6865F919,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_8A0D38E1,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_B532AB09,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_09D93364,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Awesome AP 1,AP_12EEC59A
Justice,STU_93A0453C,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Awesome AP 1,AP_12EEC59A
Justice,STU_BD07C819,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Awesome AP 1,AP_12EEC59A
Justice,STU_A5655F1E,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Awesome AP 1,AP_12EEC59A
Justice,STU_389EA52C,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Awesome AP 1,AP_12EEC59A
Justice,STU_31A11F29,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Awesome AP 1,AP_12EEC59A
Justice,STU_A5F22EDE,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Awesome AP 1,AP_12EEC59A
Justice,STU_5AE441A7,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Awesome AP 1,AP_12EEC59A
Justice,STU_72AF84C4,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Awesome AP 1,AP_12EEC59A
Justice,STU_EDF86581,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Awesome AP 1,AP_12EEC59A
Justice,STU_AD0DB3AC,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Awesome AP 1,AP_12EEC59A
Justice,STU_6588DB00,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_7B0F276E,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_DAB66E85,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_EC0827DF,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_D385F9FA,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_02D2FDCB,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_A2B39686,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_FF2584A8,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_8C4AAA97,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_BE8BDA23,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_ADBE3B5E,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Awesome AP 1,AP_12EEC59A
Justice,STU_5FBB494E,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_FD620C9E,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_FB778DFC,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_92975686,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_70FAAA6A,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_52F0ECA5,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_1180C8F4,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_C86FBE64,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_50780439,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_FEFBA358,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_D757683E,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_432F7985,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_3E44EBA1,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_815E4B83,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_27C157C1,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_7B99CCA6,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_A18A5658,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Awesome AP 2,AP_987F9BF3
Justice,STU_9F492016,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_A78618F3,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_C5666CC8,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_92F3F1FE,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_CB0555B1,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_85825F1D,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_458F25EA,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_DCDAE3AD,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_86AB6309,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_6ED1BAAD,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_E0C0C14B,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_D83245E4,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_5A01224E,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Awesome AP 2,AP_987F9BF3
Justice,STU_286A015A,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_FEA78504,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_5387FEE2,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_AA802B2D,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_0A916652,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_4A18BC5A,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_562BA2CE,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_EB4F56B9,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_4C4088FE,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_F508072E,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_D2DD5459,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_D5E82619,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_4E887DB8,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Awesome AP 2,AP_987F9BF3
Justice,STU_8500B714,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_7CC9E511,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_E2E9D268,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_B21A2658,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_F17195B2,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_87F579B4,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_7E3EB045,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_B16EDA26,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_69B3A142,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_B0474811,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_D244DA0C,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_A1AE390E,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_741E9B21,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_EB10647A,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Awesome AP 2,AP_987F9BF3
Justice,STU_C26BC18A,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_CEF02AC4,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_1AE7C45B,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_1E6CC46C,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_0E6D2E6E,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_842FB673,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_D028EA59,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_85D3440E,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_2EFEA793,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_EE9B5D24,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_4F554CA1,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_20C0C957,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Awesome AP 3,AP_98D7BF59
Justice,STU_5409DAB8,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Awesome AP 3,AP_98D7BF59
Justice,STU_B3F56FDF,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Awesome AP 3,AP_98D7BF59
Justice,STU_0B8B7D14,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Awesome AP 3,AP_98D7BF59
Justice,STU_8441ECA6,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Awesome AP 3,AP_98D7BF59
Justice,STU_66D07F24,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Awesome AP 3,AP_98D7BF59
