School,Student_Number,Grade_Level,Subject,Course Name,Course Number,Section,Teacher Number,Teadcher_Name,metric_domain,metric_name,metric_category,value,ap_manager_name,ap_manager_id
Justice,STU_D757683E,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,79,Awesome AP 2,AP_987F9BF3
Justice,STU_BE160DF1,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,79,Awesome AP 3,AP_98D7BF59
Justice,STU_26C469CD,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,79,Awesome AP 3,AP_98D7BF59
Justice,STU_E525EDD2,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,79,Awesome AP 3,AP_98D7BF59
Justice,STU_0F1D970C,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,80,Awesome AP 1,AP_12EEC59A
Justice,STU_CF7BE146,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Attendance,ADA%,,80,Awesome AP 1,AP_12EEC59A
Justice,STU_EB199897,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,80,Awesome AP 1,AP_12EEC59A
Justice,STU_EDF86581,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,80,Awesome AP 1,AP_12EEC59A
Justice,STU_7B0F276E,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,80,Awesome AP 1,AP_12EEC59A
Justice,STU_8500B714,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,80,Awesome AP 2,AP_987F9BF3
Justice,STU_079C0C46,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,81,Awesome AP 1,AP_12EEC59A
Justice,STU_8659300B,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,81,Awesome AP 2,AP_987F9BF3
Justice,STU_0DBA1361,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,81,Awesome AP 1,AP_12EEC59A
Justice,STU_3D1C5C5B,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,81,Awesome AP 1,AP_12EEC59A
Justice,STU_A84152DA,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,81,Awesome AP 1,AP_12EEC59A
Justice,STU_55203120,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,81,Awesome AP 1,AP_12EEC59A
Justice,STU_88C083E1,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,81,Awesome AP 1,AP_12EEC59A
Justice,STU_02814021,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,81,Awesome AP 1,AP_12EEC59A
Justice,STU_A5F22EDE,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,81,Awesome AP 1,AP_12EEC59A
Justice,STU_5FBB494E,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,81,Awesome AP 2,AP_987F9BF3
Justice,STU_0A916652,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,81,Awesome AP 2,AP_987F9BF3
Justice,STU_D5E82619,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,81,Awesome AP 2,AP_987F9BF3
Justice,STU_69B3A142,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,81,Awesome AP 2,AP_987F9BF3
Justice,STU_FD998A72,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,81,Awesome AP 3,AP_98D7BF59
Justice,STU_04A03468,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,82,Awesome AP 1,AP_12EEC59A
Justice,STU_66DEFFF1,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,82,Awesome AP 1,AP_12EEC59A
Justice,STU_08C8E494,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,82,Awesome AP 1,AP_12EEC59A
Justice,STU_5C0BC554,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,82,Awesome AP 1,AP_12EEC59A
Justice,STU_93A0453C,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,82,Awesome AP 1,AP_12EEC59A
Justice,STU_A5655F1E,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,82,Awesome AP 1,AP_12EEC59A
Justice,STU_8C4AAA97,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,82,Awesome AP 1,AP_12EEC59A
Justice,STU_70FAAA6A,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,82,Awesome AP 2,AP_987F9BF3
Justice,STU_4E887DB8,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,82,Awesome AP 2,AP_987F9BF3
Justice,STU_87F579B4,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,82,Awesome AP 2,AP_987F9BF3
Justice,STU_1E6CC46C,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,82,Awesome AP 3,AP_98D7BF59
Justice,STU_828BF608,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,82,Awesome AP 3,AP_98D7BF59
Justice,STU_8F704E00,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,82,Awesome AP 3,AP_98D7BF59
Justice,STU_A099F3CC,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,83,Awesome AP 2,AP_987F9BF3
Justice,STU_7F0549C1,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,83,Awesome AP 1,AP_12EEC59A
Justice,STU_55504572,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,83,Awesome AP 1,AP_12EEC59A
Justice,STU_7C03FE17,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,83,Awesome AP 1,AP_12EEC59A
Justice,STU_EB4F56B9,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,83,Awesome AP 2,AP_987F9BF3
Justice,STU_F508072E,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,83,Awesome AP 2,AP_987F9BF3
Justice,STU_B0474811,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,83,Awesome AP 2,AP_987F9BF3
Justice,STU_68DB771C,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,83,Awesome AP 3,AP_98D7BF59
Justice,STU_3A4EE9C9,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,84,Awesome AP 2,AP_987F9BF3
Justice,STU_C5F293E5,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Attendance,ADA%,,84,Awesome AP 1,AP_12EEC59A
Justice,STU_CEF02AC4,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,84,Awesome AP 3,AP_98D7BF59
Justice,STU_EE9B5D24,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,84,Awesome AP 3,AP_98D7BF59
Justice,STU_E794E8F7,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,85,Awesome AP 1,AP_12EEC59A
Justice,STU_3E0BC3ED,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,85,Awesome AP 1,AP_12EEC59A
Justice,STU_8A0D38E1,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,85,Awesome AP 1,AP_12EEC59A
Justice,STU_FEFBA358,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,85,Awesome AP 2,AP_987F9BF3
Justice,STU_5A01224E,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,85,Awesome AP 2,AP_987F9BF3
Justice,STU_C26BC18A,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,85,Awesome AP 3,AP_98D7BF59
Justice,STU_C5013AB2,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,86,Awesome AP 1,AP_12EEC59A
Justice,STU_B4A925C7,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,86,Awesome AP 2,AP_987F9BF3
Justice,STU_56EF9665,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,86,Awesome AP 1,AP_12EEC59A
Justice,STU_432F7985,7,HR,HR,HR,7Columbia,TCH_DAD81779,"Ellison, Tamara",Attendance,ADA%,,86,Awesome AP 2,AP_987F9BF3
Justice,STU_F17195B2,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,86,Awesome AP 2,AP_987F9BF3
Justice,STU_D8A8BB75,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,86,Awesome AP 3,AP_98D7BF59
Justice,STU_B8F16297,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,86,Awesome AP 3,AP_98D7BF59
Justice,STU_E9A214EA,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,86,Awesome AP 3,AP_98D7BF59
Justice,STU_061856C0,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,87,Awesome AP 1,AP_12EEC59A
Justice,STU_94887D5D,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,87,Awesome AP 1,AP_12EEC59A
Justice,STU_6D7EA31C,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,87,Awesome AP 1,AP_12EEC59A
Justice,STU_6B8649D3,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,87,Awesome AP 1,AP_12EEC59A
Justice,STU_389EA52C,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,87,Awesome AP 1,AP_12EEC59A
Justice,STU_ADBE3B5E,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,87,Awesome AP 1,AP_12EEC59A
Justice,STU_9F492016,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,87,Awesome AP 2,AP_987F9BF3
Justice,STU_DCDAE3AD,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,87,Awesome AP 2,AP_987F9BF3
Justice,STU_286A015A,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,87,Awesome AP 2,AP_987F9BF3
Justice,STU_AA802B2D,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,87,Awesome AP 2,AP_987F9BF3
Justice,STU_4C4088FE,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,87,Awesome AP 2,AP_987F9BF3
Justice,STU_7E3EB045,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,87,Awesome AP 2,AP_987F9BF3
Justice,STU_EB10647A,7,HR,HR,HR,7Princeton,TCH_3CD6786A,"Crane, Dominique",Attendance,ADA%,,87,Awesome AP 2,AP_987F9BF3
Justice,STU_842FB673,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,87,Awesome AP 3,AP_98D7BF59
Justice,STU_57D3CDF9,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,87,Awesome AP 3,AP_98D7BF59
Justice,STU_021A7936,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Attendance,ADA%,,88,Awesome AP 1,AP_12EEC59A
Justice,STU_631D48A8,5,HR,HR,HR,5SOAR,TCH_14472D02,"Ingram, Valerie",Attendance,ADA%,,88,Awesome AP 1,AP_12EEC59A
Justice,STU_6588DB00,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,88,Awesome AP 1,AP_12EEC59A
Justice,STU_A2B39686,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,88,Awesome AP 1,AP_12EEC59A
Justice,STU_FF2584A8,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,88,Awesome AP 1,AP_12EEC59A
Justice,STU_BE8BDA23,6,HR,HR,HR,6MSU,TCH_50354BE2,"Zimmer, Franklin",Attendance,ADA%,,88,Awesome AP 1,AP_12EEC59A
Justice,STU_85D3440E,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,88,Awesome AP 3,AP_98D7BF59
Justice,STU_4588D877,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,89,Awesome AP 1,AP_12EEC59A
Justice,STU_35A67595,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,89,Awesome AP 2,AP_987F9BF3
Justice,STU_FB4C0337,5,HR,HR,HR,5WillyP,TCH_785F4790,"Singleton, Yolanda",Attendance,ADA%,,89,Awesome AP 1,AP_12EEC59A
Justice,STU_AB052B27,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,89,Awesome AP 1,AP_12EEC59A
Justice,STU_37A60EA2,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,89,Awesome AP 1,AP_12EEC59A
Justice,STU_09D93364,6,HR,HR,HR,6Spelhouse,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,89,Awesome AP 1,AP_12EEC59A
Justice,STU_A78618F3,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,89,Awesome AP 2,AP_987F9BF3
Justice,STU_1AE7C45B,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,89,Awesome AP 3,AP_98D7BF59
Justice,STU_0E6D2E6E,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,89,Awesome AP 3,AP_98D7BF59
Justice,STU_66D07F24,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,89,Awesome AP 3,AP_98D7BF59
Justice,STU_5F8B9786,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,89,Awesome AP 3,AP_98D7BF59
Justice,STU_6E2B1171,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,90,Awesome AP 2,AP_987F9BF3
Justice,STU_AE97C9A2,5,HR,HR,HR,5Rutgers,TCH_68DC1895,"Thorne, Cedric",Attendance,ADA%,,90,Awesome AP 1,AP_12EEC59A
Justice,STU_BB8C0694,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,90,Awesome AP 1,AP_12EEC59A
Justice,STU_8642046D,6,HR,HR,HR,6Howard,TCH_64CDE3C3,"Prentiss, Howard",Attendance,ADA%,,90,Awesome AP 1,AP_12EEC59A
Justice,STU_31A11F29,6,HR,HR,HR,6Lincoln,TCH_9B6C1DA4,"Hastings, Derek",Attendance,ADA%,,90,Awesome AP 1,AP_12EEC59A
Justice,STU_86AB6309,7,HR,HR,HR,7Upenn,TCH_BD08E45A,"Vance, Reginald",Attendance,ADA%,,90,Awesome AP 2,AP_987F9BF3
Justice,STU_D2DD5459,7,HR,HR,HR,7Brown,TCH_5C2EE62C,"Garrett, Simone",Attendance,ADA%,,90,Awesome AP 2,AP_987F9BF3
Justice,STU_EB9E1EA7,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,90,Awesome AP 3,AP_98D7BF59
Justice,STU_83C73E9C,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_A1EA292C,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_9A439972,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_20ABF1A1,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_50379A4D,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_EA3EEF76,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_F43E2778,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_B9A7E7C6,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_2A3AD2A3,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_A4AA7BB4,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_A174E818,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_C15583CC,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_EB679BCC,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_1433F565,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_CDF398F1,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_C208CB48,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_EA212651,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_F47B0461,5,HR,HR,HR,5NJCU,TCH_63F3D589,"Xavier, Darnell",Attendance,ADA%,,,Awesome AP 1,AP_12EEC59A
Justice,STU_DAD23522,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
Justice,STU_01B6A9D1,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
Justice,STU_FEE60D14,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
Justice,STU_0C8D07F6,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
Justice,STU_535CF73A,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
Justice,STU_E406A9AC,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
Justice,STU_9E5625B3,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
Justice,STU_837DAD08,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
Justice,STU_DE0D0040,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
Justice,STU_3A1140F4,5,HR,HR,HR,5TCNJ,TCH_4F19DB35,"Davenport, James",Attendance,ADA%,,,Awesome AP 2,AP_987F9BF3
